Query,Impressions,Clicks,CTR,Avg_Position,Date,New
mobile friendly tes,1,0,0.0,6.0,14/06/2015,false
friendly tester,1,0,0.0,9.0,14/06/2015,false
friendly mobile,1,0,0.0,8.0,14/06/2015,false
mobile tester google,1,0,0.0,10.0,14/06/2015,false
google mobile web checker,1,0,0.0,6.0,14/06/2015,false
mobile site checker,1,0,0.0,19.0,14/06/2015,false
bulk http status checker,1,0,0.0,3.0,14/06/2015,false
mobile bulk,1,0,0.0,2.0,14/06/2015,false
mobile freindly check,1,0,0.0,6.0,14/06/2015,false
bulk http status code checker,1,0,0.0,3.0,14/06/2015,false
google mobile site analyzer,1,0,0.0,10.0,14/06/2015,false
mobile friendly url,1,0,0.0,5.0,14/06/2015,false
mobile friendly score,1,0,0.0,4.0,14/06/2015,false
bulk site checker,1,0,0.0,22.0,14/06/2015,true
mobile friendly site,1,0,0.0,40.0,14/06/2015,false
mobile friendly tester google,1,0,0.0,6.0,14/06/2015,false
mobile friendly test tools,1,0,0.0,9.0,14/06/2015,false
check http response code,1,0,0.0,13.0,14/06/2015,false
google check for mobile friendly,1,0,0.0,5.0,14/06/2015,false
check site mobile friendly,1,0,0.0,9.0,14/06/2015,false
google mobile site tester,1,0,0.0,10.0,14/06/2015,false
check google mobile,1,0,0.0,6.0,14/06/2015,false
bulk test,1,0,0.0,7.0,14/06/2015,false
googlemobile test,1,0,0.0,7.0,14/06/2015,false
http code checker,1,0,0.0,7.0,14/06/2015,false
mobile friendliness,1,0,0.0,8.0,14/06/2015,false
google friendly,1,0,0.0,38.0,14/06/2015,false
мобайл френдли,1,0,0.0,6.0,14/06/2015,false
google mobile friendliness,1,0,0.0,18.0,14/06/2015,false
googlemobile,1,0,0.0,32.0,14/06/2015,false
test google friendly,1,0,0.0,7.0,14/06/2015,false
http header status check,1,0,0.0,16.0,14/06/2015,false
bulk header checker,1,0,0.0,6.0,14/06/2015,false
mobile friendl,1,0,0.0,9.0,14/06/2015,false
mobile.friendly,1,0,0.0,6.0,14/06/2015,false
mobile google checker,1,0,0.0,6.0,14/06/2015,false
google mobil checker,1,0,0.0,3.0,14/06/2015,false
google friendly mobile test,1,0,0.0,9.0,14/06/2015,false
google mobil check,1,0,0.0,8.0,14/06/2015,false
mobile friendly website tester,1,0,0.0,7.0,14/06/2015,false
mobile freindly test google,1,0,0.0,9.0,14/06/2015,false
mobile frendly,1,0,0.0,9.0,14/06/2015,false
google mobile freindly checker,1,0,0.0,5.0,14/06/2015,false
google mobile friendy test,1,0,0.0,4.0,14/06/2015,false
mobile responsive testing,1,0,0.0,43.0,14/06/2015,true
google check,1,0,0.0,42.0,14/06/2015,false
mobile friendly test,1338,4,0.003,8.2,15/06/2015,false
mobile friendly,401,3,0.0075,7.3,15/06/2015,false
google mobile friendly,885,1,0.0011,8.9,15/06/2015,false
google mobile friendly test,592,1,0.0017,7.5,15/06/2015,false
google mobile check,87,1,0.0115,6.0,15/06/2015,false
test mobile friendly,57,1,0.0175,7.6,15/06/2015,false
mobile-friendly test,50,1,0.02,8.0,15/06/2015,false
check google mobile friendly,10,1,0.1,4.9,15/06/2015,false
bulk redirect checker,7,1,0.1429,4.3,15/06/2015,false
check http status codes,4,1,0.25,10.0,15/06/2015,false
http status codes checker,4,1,0.25,8.5,15/06/2015,false
mobile frinedly test,3,1,0.3333,8.7,15/06/2015,false
bulk http status checker,2,1,0.5,3.5,15/06/2015,false
urlitor,2,1,0.5,1.0,15/06/2015,false
"""mobile-friendly""",1,1,1.0,8.0,15/06/2015,false
website mobile friendly checker,1,1,1.0,5.0,15/06/2015,false
mobile friendly test google,49,0,0.0,7.7,15/06/2015,false
google mobile checker,48,0,0.0,3.7,15/06/2015,false
check mobile friendly,47,0,0.0,6.2,15/06/2015,false
mobile-friendly,38,0,0.0,7.4,15/06/2015,false
google friendly test,33,0,0.0,7.3,15/06/2015,false
google mobile friendly tool,30,0,0.0,7.2,15/06/2015,false
mobile friendly check,29,0,0.0,5.3,15/06/2015,false
http status checker,25,0,0.0,5.2,15/06/2015,false
google mobile friendly check,24,0,0.0,5.5,15/06/2015,false
mobile friendly checker,23,0,0.0,4.1,15/06/2015,false
google mobile tool,22,0,0.0,7.7,15/06/2015,false
google check mobile friendly,18,0,0.0,5.4,15/06/2015,false
mobile friendly tool,16,0,0.0,7.4,15/06/2015,false
google check mobile,14,0,0.0,5.8,15/06/2015,false
mobile check google,14,0,0.0,5.5,15/06/2015,false
google test mobile friendly,14,0,0.0,7.2,15/06/2015,false
redirect checker,13,0,0.0,38.0,15/06/2015,false
mobile checker,13,0,0.0,8.5,15/06/2015,false
http status code checker,13,0,0.0,9.3,15/06/2015,false
google mobile friendly tester,11,0,0.0,6.3,15/06/2015,false
google mobile friendly checker,11,0,0.0,4.0,15/06/2015,false
google mobile-friendly test,11,0,0.0,7.9,15/06/2015,false
mobilefriendly,10,0,0.0,7.2,15/06/2015,false
mobile friendly google test,10,0,0.0,8.9,15/06/2015,false
mobile friendly website test,9,0,0.0,9.0,15/06/2015,false
test google mobile friendly,9,0,0.0,7.3,15/06/2015,false
google mobile site tester,9,0,0.0,8.4,15/06/2015,false
mobile freindly test,8,0,0.0,8.6,15/06/2015,false
mobilefriendly test,8,0,0.0,8.8,15/06/2015,false
google mobile site checker,8,0,0.0,6.0,15/06/2015,false
bulk url checker,8,0,0.0,11.0,15/06/2015,false
test mobile friendly google,8,0,0.0,7.5,15/06/2015,false
mobile friendly testing tool,7,0,0.0,9.9,15/06/2015,false
mobile friendly test tool,7,0,0.0,10.0,15/06/2015,false
check http status,7,0,0.0,7.4,15/06/2015,false
google check mobile site,7,0,0.0,8.0,15/06/2015,false
check mobile friendly google,7,0,0.0,4.9,15/06/2015,false
google mobile friendly test tool,7,0,0.0,7.9,15/06/2015,false
google mobile site check,6,0,0.0,7.5,15/06/2015,false
how to check if website is mobile friendly,6,0,0.0,10.0,15/06/2015,false
mobile frindly test,6,0,0.0,7.2,15/06/2015,false
website mobile friendly,6,0,0.0,43.0,15/06/2015,false
mobile friendliness,6,0,0.0,8.0,15/06/2015,false
check if mobile friendly,6,0,0.0,6.8,15/06/2015,false
google mobile freindly test,6,0,0.0,8.7,15/06/2015,false
mobile freindly,6,0,0.0,6.0,15/06/2015,false
check mobile google,5,0,0.0,6.6,15/06/2015,false
mobile-friendly test google,5,0,0.0,10.0,15/06/2015,false
http checker,5,0,0.0,12.0,15/06/2015,false
check if site is mobile friendly,5,0,0.0,6.8,15/06/2015,false
google mobile website check,5,0,0.0,6.8,15/06/2015,false
check if website is mobile friendly,5,0,0.0,8.8,15/06/2015,false
mobile friendliness test,5,0,0.0,9.0,15/06/2015,false
bulk mobile friendly test,5,0,0.0,1.0,15/06/2015,false
mobile frendly test,5,0,0.0,7.6,15/06/2015,false
mobile friendly test tools,5,0,0.0,11.0,15/06/2015,false
mobile friendly website checker,4,0,0.0,5.0,15/06/2015,false
google mobile-friendly,4,0,0.0,12.0,15/06/2015,false
mobilefriendlytest,4,0,0.0,8.3,15/06/2015,false
mobiel friendly test,4,0,0.0,8.5,15/06/2015,false
check website mobile friendly,4,0,0.0,7.3,15/06/2015,false
mobile test friendly,4,0,0.0,7.0,15/06/2015,false
mobile google check,4,0,0.0,6.5,15/06/2015,false
google mobile frendly test,4,0,0.0,8.0,15/06/2015,false
mobile-friendly website,4,0,0.0,30.0,15/06/2015,false
bulk check,4,0,0.0,8.0,15/06/2015,false
check mobile friendly website,4,0,0.0,8.3,15/06/2015,false
friendly mobile,4,0,0.0,8.5,15/06/2015,false
google website checker,4,0,0.0,32.0,15/06/2015,false
google's mobile friendly test,4,0,0.0,8.0,15/06/2015,false
google mobile analyzer,4,0,0.0,6.0,15/06/2015,false
mobile friendly site,4,0,0.0,35.0,15/06/2015,false
mobile frindly,4,0,0.0,7.8,15/06/2015,false
mobile friednly test,4,0,0.0,7.3,15/06/2015,false
mobile friendly google,4,0,0.0,16.0,15/06/2015,false
bulk header checker,4,0,0.0,5.3,15/06/2015,false
mobile frendly,4,0,0.0,6.8,15/06/2015,false
google mobiel friendly test,4,0,0.0,8.3,15/06/2015,false
http status check,3,0,0.0,6.0,15/06/2015,false
google test for mobile friendly,3,0,0.0,9.0,15/06/2015,false
google mobile freindly,3,0,0.0,9.0,15/06/2015,false
google mobile website checker,3,0,0.0,5.0,15/06/2015,false
status code checker,3,0,0.0,9.7,15/06/2015,false
mobile friendly check google,3,0,0.0,3.3,15/06/2015,false
google tool mobile friendly,3,0,0.0,7.3,15/06/2015,false
server response checker,3,0,0.0,21.0,15/06/2015,false
response code checker,3,0,0.0,10.0,15/06/2015,false
google mobile friendliness test,3,0,0.0,5.7,15/06/2015,false
mobile friendly url,3,0,0.0,4.0,15/06/2015,false
google page checker,3,0,0.0,31.0,15/06/2015,false
friendly test,3,0,0.0,9.0,15/06/2015,false
mobile firendly test,3,0,0.0,6.7,15/06/2015,false
http status code check,3,0,0.0,8.3,15/06/2015,false
google mobil check,3,0,0.0,9.0,15/06/2015,false
google mobile,3,0,0.0,35.0,15/06/2015,false
google checker,3,0,0.0,17.0,15/06/2015,false
mobile friendly site checker,3,0,0.0,6.3,15/06/2015,false
google mobile frendly,2,0,0.0,9.0,15/06/2015,false
mobile friendly website,2,0,0.0,42.0,15/06/2015,false
tes mobile friendly,2,0,0.0,8.0,15/06/2015,false
https status checker,2,0,0.0,7.0,15/06/2015,false
google check site mobile friendly,2,0,0.0,6.5,15/06/2015,false
google mobile friendly testing tool,2,0,0.0,8.0,15/06/2015,false
http header status checker,2,0,0.0,13.0,15/06/2015,false
google mobile firendly,2,0,0.0,9.0,15/06/2015,false
mobile checker google,2,0,0.0,5.5,15/06/2015,false
googles mobile friendly test,2,0,0.0,4.0,15/06/2015,false
how to check mobile friendly website,2,0,0.0,11.0,15/06/2015,false
google url check,2,0,0.0,11.0,15/06/2015,false
test website mobile friendly,2,0,0.0,8.5,15/06/2015,false
bulk checker,2,0,0.0,16.0,15/06/2015,false
google's mobile friendly test tool,2,0,0.0,9.0,15/06/2015,false
google mobile score,2,0,0.0,5.0,15/06/2015,false
get mobile-friendly,2,0,0.0,15.0,15/06/2015,false
google mobile firendly test,2,0,0.0,8.0,15/06/2015,false
google friendly checker,2,0,0.0,3.5,15/06/2015,false
check if your website is mobile friendly,2,0,0.0,10.0,15/06/2015,true
google frendly test,2,0,0.0,5.0,15/06/2015,false
mobile friendl test,2,0,0.0,9.0,15/06/2015,false
mobile friendy,2,0,0.0,6.0,15/06/2015,false
mobile tester google,2,0,0.0,10.0,15/06/2015,false
google mobile tester,2,0,0.0,10.0,15/06/2015,false
check response code,2,0,0.0,18.0,15/06/2015,false
mobile-friendliness,2,0,0.0,9.0,15/06/2015,false
mobile friendly tester,2,0,0.0,8.5,15/06/2015,false
mobile friendly tester google,2,0,0.0,4.0,15/06/2015,false
bulk search by url,2,0,0.0,12.0,15/06/2015,false
mobil friendly,2,0,0.0,7.5,15/06/2015,false
check google mobile,2,0,0.0,5.0,15/06/2015,false
google site checker,2,0,0.0,37.0,15/06/2015,false
google mobile friedly,2,0,0.0,9.0,15/06/2015,false
mobile friendly google check,2,0,0.0,4.0,15/06/2015,false
"""mobile friendly""",2,0,0.0,7.0,15/06/2015,false
mobile frienly test,2,0,0.0,9.5,15/06/2015,false
google mobile-friendly test tool,2,0,0.0,7.0,15/06/2015,false
url status checker,2,0,0.0,10.0,15/06/2015,false
mobile google checker,2,0,0.0,5.5,15/06/2015,false
google friendly mobile test,2,0,0.0,7.5,15/06/2015,false
test site mobile friendly,2,0,0.0,9.5,15/06/2015,false
teste mobile friendly,2,0,0.0,6.0,15/06/2015,false
google check,2,0,0.0,39.0,15/06/2015,false
website mobile friendly check,1,0,0.0,6.0,15/06/2015,false
gogle mobile friendly test,1,0,0.0,5.0,15/06/2015,false
http response code checker,1,0,0.0,9.0,15/06/2015,false
google mobile friend test,1,0,0.0,3.0,15/06/2015,false
bulk url,1,0,0.0,41.0,15/06/2015,false
google check mobile friendly website,1,0,0.0,10.0,15/06/2015,false
google mobile friendlt,1,0,0.0,10.0,15/06/2015,false
redirect status checker,1,0,0.0,21.0,15/06/2015,false
google mobile test friendly,1,0,0.0,5.0,15/06/2015,false
bulk search,1,0,0.0,16.0,15/06/2015,true
mobile site check,1,0,0.0,21.0,15/06/2015,false
google check if site is mobile friendly,1,0,0.0,8.0,15/06/2015,false
google check page,1,0,0.0,43.0,15/06/2015,true
mobile friendly tool google,1,0,0.0,6.0,15/06/2015,false
mobile friendlyness test,1,0,0.0,7.0,15/06/2015,false
bulk url redirect checker,1,0,0.0,5.0,15/06/2015,false
google mobile friendy,1,0,0.0,9.0,15/06/2015,false
check site on mobile,1,0,0.0,37.0,15/06/2015,false
mobile site tester google,1,0,0.0,9.0,15/06/2015,false
google mobile friendly tst,1,0,0.0,7.0,15/06/2015,false
mobile website checker,1,0,0.0,17.0,15/06/2015,false
mobile firendly,1,0,0.0,9.0,15/06/2015,false
what is mobile friendly,1,0,0.0,42.0,15/06/2015,false
check google friendly,1,0,0.0,7.0,15/06/2015,false
url checker,1,0,0.0,47.0,15/06/2015,false
check mobile friendly website google,1,0,0.0,5.0,15/06/2015,false
проверка mobile friendly,1,0,0.0,17.0,15/06/2015,true
mobile firnedly,1,0,0.0,6.0,15/06/2015,false
redirect checker bulk,1,0,0.0,5.0,15/06/2015,false
mobile-friendly-test,1,0,0.0,8.0,15/06/2015,false
check if your site is mobile friendly,1,0,0.0,7.0,15/06/2015,false
check website mobile friendly google,1,0,0.0,6.0,15/06/2015,false
google mobile friendl,1,0,0.0,9.0,15/06/2015,false
mobile friendlt,1,0,0.0,8.0,15/06/2015,false
test friendly mobile,1,0,0.0,8.0,15/06/2015,false
google mobile friendly websites,1,0,0.0,34.0,15/06/2015,false
mobile friendly testing,1,0,0.0,8.0,15/06/2015,false
check http status code,1,0,0.0,9.0,15/06/2015,false
online redirect checker,1,0,0.0,37.0,15/06/2015,false
google mobile friendly testing,1,0,0.0,10.0,15/06/2015,false
google mobile frindly,1,0,0.0,7.0,15/06/2015,false
website mobile friendly test,1,0,0.0,8.0,15/06/2015,false
mobile friendlt test,1,0,0.0,9.0,15/06/2015,false
google mobile firnedly,1,0,0.0,9.0,15/06/2015,false
mobile frienly,1,0,0.0,9.0,15/06/2015,false
google mobile friendly site checker,1,0,0.0,8.0,15/06/2015,false
mobile fiendly,1,0,0.0,7.0,15/06/2015,false
google’s mobile-friendly test tool,1,0,0.0,9.0,15/06/2015,false
moblie friendly test,1,0,0.0,8.0,15/06/2015,false
google results checker,1,0,0.0,63.0,15/06/2015,false
mobilefrendly,1,0,0.0,7.0,15/06/2015,false
mobile freidnly,1,0,0.0,7.0,15/06/2015,false
google mobil friendly,1,0,0.0,9.0,15/06/2015,false
server checker,1,0,0.0,46.0,15/06/2015,false
http status checker bulk,1,0,0.0,4.0,15/06/2015,false
check mobile site google,1,0,0.0,10.0,15/06/2015,false
google mobile friendly tests,1,0,0.0,7.0,15/06/2015,false
google mobilefriendly,1,0,0.0,9.0,15/06/2015,false
google mobil friendly test,1,0,0.0,17.0,15/06/2015,false
http status codes,1,0,0.0,98.0,15/06/2015,false
mobile frienldy test,1,0,0.0,8.0,15/06/2015,false
responsive checker tool,1,0,0.0,49.0,15/06/2015,false
mobile-friendly testing tool,1,0,0.0,10.0,15/06/2015,false
mobile friendlu,1,0,0.0,6.0,15/06/2015,false
google mobile friendly website checker,1,0,0.0,10.0,15/06/2015,false
google tools mobile friendly,1,0,0.0,8.0,15/06/2015,false
mobile-friendly google,1,0,0.0,28.0,15/06/2015,false
googlemobilefriendly,1,0,0.0,9.0,15/06/2015,false
mobile friednly,1,0,0.0,6.0,15/06/2015,false
test mobile friendly website,1,0,0.0,8.0,15/06/2015,false
mobilechecker,1,0,0.0,10.0,15/06/2015,false
google test website mobile friendly,1,0,0.0,9.0,15/06/2015,false
code checker,1,0,0.0,58.0,15/06/2015,false
mobile frinedly,1,0,0.0,5.0,15/06/2015,false
websites mobile friendly,1,0,0.0,44.0,15/06/2015,false
website mobile-friendly,1,0,0.0,34.0,15/06/2015,false
google mobiel check,1,0,0.0,8.0,15/06/2015,false
google moble friendly,1,0,0.0,10.0,15/06/2015,false
google url tester,1,0,0.0,10.0,15/06/2015,false
mobile-friendly test - google,1,0,0.0,6.0,15/06/2015,false
google mobile frienldy,1,0,0.0,9.0,15/06/2015,false
google mobile friedly test,1,0,0.0,5.0,15/06/2015,false
cek mobile friendly google,1,0,0.0,3.0,15/06/2015,false
goole mobile friendly,1,0,0.0,9.0,15/06/2015,false
google s mobile-friendly test,1,0,0.0,32.0,15/06/2015,false
google mobile friendly score,1,0,0.0,3.0,15/06/2015,false
status code check,1,0,0.0,10.0,15/06/2015,false
google mobile responsive checker,1,0,0.0,5.0,15/06/2015,false
check website is mobile friendly,1,0,0.0,6.0,15/06/2015,false
is it mobile friendly,1,0,0.0,22.0,15/06/2015,false
google check if mobile friendly,1,0,0.0,7.0,15/06/2015,false
googe mobile friendly,1,0,0.0,7.0,15/06/2015,false
google mobile site analyzer,1,0,0.0,8.0,15/06/2015,false
moblie friendly,1,0,0.0,6.0,15/06/2015,false
bulk server header checker,1,0,0.0,4.0,15/06/2015,false
mobile friendly pages,1,0,0.0,25.0,15/06/2015,false
google score checker,1,0,0.0,10.0,15/06/2015,false
mobile friendly score,1,0,0.0,3.0,15/06/2015,false
google mobile freindly tool,1,0,0.0,9.0,15/06/2015,false
mobile checker website,1,0,0.0,20.0,15/06/2015,false
gooogle mobile friendly,1,0,0.0,9.0,15/06/2015,false
google mobile friendly tools,1,0,0.0,9.0,15/06/2015,false
google responsive checker,1,0,0.0,12.0,15/06/2015,false
gogle mobile friendly,1,0,0.0,8.0,15/06/2015,false
google friendly,1,0,0.0,45.0,15/06/2015,false
mobile friendly tools,1,0,0.0,5.0,15/06/2015,false
google mobile friendliness,1,0,0.0,10.0,15/06/2015,false
bulk testing,1,0,0.0,10.0,15/06/2015,true
googlemobile,1,0,0.0,23.0,15/06/2015,false
mobile friendly google tool,1,0,0.0,7.0,15/06/2015,false
google mobile friendly url,1,0,0.0,3.0,15/06/2015,false
mobile fiendly test,1,0,0.0,8.0,15/06/2015,false
mobile friendl,1,0,0.0,7.0,15/06/2015,false
google's mobile-friendly test,1,0,0.0,7.0,15/06/2015,false
mobile page checker,1,0,0.0,6.0,15/06/2015,false
mobile friendly test tool google,1,0,0.0,7.0,15/06/2015,false
"google ""mobile friendly""",1,0,0.0,8.0,15/06/2015,false
google mobil checker,1,0,0.0,4.0,15/06/2015,false
mobile friendly website tester,1,0,0.0,9.0,15/06/2015,false
google mobile freindly checker,1,0,0.0,4.0,15/06/2015,false
mobile responsive testing,1,0,0.0,42.0,15/06/2015,false
tool mobile friendly,1,0,0.0,10.0,15/06/2015,false
google mobile firnedly test,1,0,0.0,6.0,15/06/2015,false
mobil friendly test,1,0,0.0,17.0,15/06/2015,false
google mobile friendly search,1,0,0.0,32.0,15/06/2015,false
mobile friendly test,1378,3,0.0022,8.4,16/06/2015,false
bulk redirect checker,7,2,0.2857,4.1,16/06/2015,false
bulk url redirect checker,4,2,0.5,4.5,16/06/2015,false
bulk mobile friendly test,3,2,0.6667,1.3,16/06/2015,false
google mobile friendly test,561,1,0.0018,7.2,16/06/2015,false
mobile friendly,390,1,0.0026,7.7,16/06/2015,false
test mobile friendly,63,1,0.0159,7.7,16/06/2015,false
mobile-friendly test,38,1,0.0263,7.6,16/06/2015,false
check mobile friendly,32,1,0.0313,5.7,16/06/2015,false
google mobile friendly checker,26,1,0.0385,3.7,16/06/2015,false
mobile friendly checker,24,1,0.0417,4.0,16/06/2015,false
http status code checker,18,1,0.0556,8.6,16/06/2015,false
url status checker,8,1,0.125,8.6,16/06/2015,false
bulk http status checker,3,1,0.3333,3.3,16/06/2015,false
mobile friendly checker tool,1,1,1.0,4.0,16/06/2015,false
google mobile friendly score,1,1,1.0,4.0,16/06/2015,false
bulk url status checker,1,1,1.0,3.0,16/06/2015,false
google mobile friendly,831,0,0.0,8.7,16/06/2015,false
google mobile check,123,0,0.0,4.9,16/06/2015,false
google mobile checker,61,0,0.0,3.6,16/06/2015,false
mobile friendly test google,46,0,0.0,7.3,16/06/2015,false
google mobile friendly tool,36,0,0.0,7.6,16/06/2015,false
mobile friendly check,28,0,0.0,4.2,16/06/2015,false
google mobile friendly check,27,0,0.0,5.1,16/06/2015,false
mobile friendly google test,25,0,0.0,8.8,16/06/2015,false
google check mobile friendly,22,0,0.0,5.1,16/06/2015,false
mobile check google,22,0,0.0,6.1,16/06/2015,false
http status checker,19,0,0.0,5.6,16/06/2015,false
bulk url checker,19,0,0.0,10.0,16/06/2015,false
mobile-friendly,17,0,0.0,7.7,16/06/2015,false
redirect checker,16,0,0.0,35.0,16/06/2015,false
mobile friendly tool,15,0,0.0,7.6,16/06/2015,false
google mobile friendly tester,14,0,0.0,6.6,16/06/2015,false
google check mobile,14,0,0.0,5.0,16/06/2015,false
google friendly test,14,0,0.0,7.6,16/06/2015,false
google mobile tool,12,0,0.0,7.5,16/06/2015,false
website mobile friendly checker,12,0,0.0,5.3,16/06/2015,false
website mobile friendly test,11,0,0.0,7.3,16/06/2015,false
website mobile friendly,11,0,0.0,41.0,16/06/2015,false
check if website is mobile friendly,10,0,0.0,6.5,16/06/2015,false
mobile friendly tester,10,0,0.0,7.6,16/06/2015,false
check mobile friendly google,10,0,0.0,5.4,16/06/2015,false
mobilefriendly,10,0,0.0,8.0,16/06/2015,false
google mobile-friendly test,9,0,0.0,7.6,16/06/2015,false
mobile friendly testing tool,9,0,0.0,9.9,16/06/2015,false
mobile-friendly website,9,0,0.0,30.0,16/06/2015,false
mobilefriendly test,9,0,0.0,5.6,16/06/2015,false
google test mobile friendly,9,0,0.0,7.2,16/06/2015,false
mobile friendly website checker,8,0,0.0,4.5,16/06/2015,false
website mobile checker,8,0,0.0,12.0,16/06/2015,false
mobile test friendly,8,0,0.0,8.3,16/06/2015,false
google mobile friendly test tool,8,0,0.0,7.1,16/06/2015,false
google mobile,8,0,0.0,29.0,16/06/2015,false
google tool mobile friendly,7,0,0.0,5.3,16/06/2015,false
test google mobile friendly,7,0,0.0,5.6,16/06/2015,false
mobile checker,7,0,0.0,6.7,16/06/2015,false
mobile frendly,7,0,0.0,7.0,16/06/2015,false
test mobile friendly google,7,0,0.0,7.0,16/06/2015,false
http status check,6,0,0.0,6.7,16/06/2015,false
check mobile google,6,0,0.0,6.3,16/06/2015,false
check google mobile friendly,6,0,0.0,4.5,16/06/2015,false
mobile friendly website test,6,0,0.0,7.8,16/06/2015,false
mobile frendly test,6,0,0.0,8.2,16/06/2015,false
mobile friendly test tool,6,0,0.0,10.0,16/06/2015,false
mobile freindly test,6,0,0.0,8.0,16/06/2015,false
google mobile site tester,6,0,0.0,8.3,16/06/2015,false
http code checker,6,0,0.0,8.7,16/06/2015,false
mobile friendly google,6,0,0.0,14.0,16/06/2015,false
google mobile freindly test,6,0,0.0,6.7,16/06/2015,false
mobile friendly website,5,0,0.0,36.0,16/06/2015,false
check if site is mobile friendly,5,0,0.0,7.4,16/06/2015,false
mobiel friendly test,5,0,0.0,9.2,16/06/2015,false
check website mobile friendly,5,0,0.0,7.0,16/06/2015,false
mobile friendliness test,5,0,0.0,7.0,16/06/2015,false
status code checker,5,0,0.0,9.6,16/06/2015,false
mobile google check,5,0,0.0,6.4,16/06/2015,false
google mobile firendly test,5,0,0.0,5.6,16/06/2015,false
check mobile friendly website,5,0,0.0,8.8,16/06/2015,false
check http status,5,0,0.0,7.8,16/06/2015,false
google check mobile site,5,0,0.0,8.2,16/06/2015,false
google's mobile friendly test,5,0,0.0,9.4,16/06/2015,false
google mobile site checker,5,0,0.0,6.6,16/06/2015,false
mobile firendly test,5,0,0.0,8.0,16/06/2015,false
mobile friendly site checker,5,0,0.0,5.8,16/06/2015,false
http checker,4,0,0.0,11.0,16/06/2015,false
google mobile firendly,4,0,0.0,7.8,16/06/2015,false
googles mobile friendly test,4,0,0.0,7.0,16/06/2015,false
bulk check,4,0,0.0,6.5,16/06/2015,false
server response checker,4,0,0.0,26.0,16/06/2015,false
http status codes checker,4,0,0.0,8.3,16/06/2015,false
friendly test,4,0,0.0,6.0,16/06/2015,false
mobile friendliness,4,0,0.0,8.3,16/06/2015,false
test mobile friendly site,3,0,0.0,8.7,16/06/2015,false
google mobile-friendly,3,0,0.0,12.0,16/06/2015,false
what is mobile friendly,3,0,0.0,44.0,16/06/2015,false
google mobile site check,3,0,0.0,7.3,16/06/2015,false
how to check if website is mobile friendly,3,0,0.0,8.0,16/06/2015,false
mobile-friendly-test,3,0,0.0,7.7,16/06/2015,false
mobile checker google,3,0,0.0,3.3,16/06/2015,false
test website mobile friendly,3,0,0.0,8.3,16/06/2015,false
mobile friendly check google,3,0,0.0,3.3,16/06/2015,false
http status codes,3,0,0.0,61.0,16/06/2015,false
google mobile friendly analyzer,3,0,0.0,2.7,16/06/2015,false
mobile friednly,3,0,0.0,7.7,16/06/2015,false
mobile friendly url,3,0,0.0,5.0,16/06/2015,false
mobile friendly site,3,0,0.0,41.0,16/06/2015,false
mobile friedly,3,0,0.0,6.3,16/06/2015,false
google responsive checker,3,0,0.0,12.0,16/06/2015,false
mobile-friendly checker,3,0,0.0,3.3,16/06/2015,false
mobile friednly test,3,0,0.0,8.0,16/06/2015,false
check google mobile,3,0,0.0,5.7,16/06/2015,false
google site checker,3,0,0.0,26.0,16/06/2015,false
mobile friendl,3,0,0.0,7.3,16/06/2015,false
google's mobile-friendly test,3,0,0.0,9.3,16/06/2015,false
mobile google checker,3,0,0.0,5.3,16/06/2015,false
google friendly mobile test,3,0,0.0,8.3,16/06/2015,false
mobile friendy test,3,0,0.0,9.3,16/06/2015,false
adam whittles,3,0,0.0,26.0,16/06/2015,false
mobil friendly test,3,0,0.0,8.3,16/06/2015,false
check mobile friendly sites,2,0,0.0,8.0,16/06/2015,false
google mobile frendly,2,0,0.0,8.5,16/06/2015,false
http response code checker,2,0,0.0,9.0,16/06/2015,false
google mobile freindly,2,0,0.0,9.0,16/06/2015,false
tes mobile friendly,2,0,0.0,9.5,16/06/2015,false
mobile friendly tool google,2,0,0.0,6.0,16/06/2015,false
http status,2,0,0.0,89.0,16/06/2015,false
mobile-friendly test google,2,0,0.0,9.0,16/06/2015,false
site mobile friendly,2,0,0.0,34.0,16/06/2015,false
google mobile friendly testing tool,2,0,0.0,7.5,16/06/2015,false
mobilefriendlytest,2,0,0.0,9.0,16/06/2015,false
google mobile friendl,2,0,0.0,9.5,16/06/2015,false
google website mobile check,2,0,0.0,9.0,16/06/2015,false
google mobil friendly,2,0,0.0,8.5,16/06/2015,false
google mobil friendly test,2,0,0.0,9.5,16/06/2015,false
bulk http header response checker,2,0,0.0,5.0,16/06/2015,false
googlemobilefriendly,2,0,0.0,9.0,16/06/2015,false
check if your website is mobile friendly,2,0,0.0,9.0,16/06/2015,false
google mobiel check,2,0,0.0,4.0,16/06/2015,false
response code checker,2,0,0.0,10.0,16/06/2015,false
google s mobile-friendly test,2,0,0.0,33.0,16/06/2015,false
google mobile friendliness test,2,0,0.0,4.0,16/06/2015,false
moblie friendly,2,0,0.0,7.0,16/06/2015,false
bulk search by url,2,0,0.0,12.0,16/06/2015,false
mobile frindly,2,0,0.0,7.0,16/06/2015,false
mobile site checker google,2,0,0.0,7.0,16/06/2015,false
test for mobile friendly,2,0,0.0,6.0,16/06/2015,false
google mobile friedly,2,0,0.0,7.5,16/06/2015,false
mobile friendly google tool,2,0,0.0,7.5,16/06/2015,false
http status code check,2,0,0.0,8.0,16/06/2015,false
google mobiel friendly test,2,0,0.0,5.0,16/06/2015,false
google mobile friendy test,2,0,0.0,5.5,16/06/2015,false
